,Unnamed: 0,Unnamed: 0.1,created_at,id,full_text,source,retweet_count,favorite_count,hashtags,user_screen_name,user_location,user_followers_count,user_verified,user_handle,sentiments
1412,1412,1412,Mar-03,1.37E+18,most indians won’t rush to take the coronavirus vaccine once it’s available,"<a href=""http://www.naytev.com"" rel=""nofollow"">Naytev</a>",0,0,,qzindia,India,31642,TRUE,Quartz India,0
1413,1413,1413,Mar-03,1.37E+18,brilliant arrangements easy offline registration skilled staff adequate supply of vaccine clean & hygienic vaccination centres what have witnessed is exceptional. i'm proud of the way we are moving forward when it comes to vaccinating our citizens. well done government of,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,TarunBharadia,"मुंबई, भारत",116,FALSE,Tarun Bharadia,1
1414,1414,1414,Mar-03,1.37E+18,us and asia allies plan covid vaccine strategy to counter china via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,,jyots43,New Delhi,1073,FALSE,jyotsna singh,0
1415,1415,1415,Mar-03,1.37E+18,"over 1 million covid-19 vaccine doses arrive in nairobi, via the covax facility, marking the start of kenya’s vaccination campaign","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,"UNicef,vaccine,COVID19,Kenya,mediabypassk",MediabypassK,Kenya,244,FALSE,mediabypass kenya,0
1416,1416,1416,Mar-03,1.37E+18,"maharashtra man dies after getting second dose of covid-19 vaccine - this is the cause why people are afraid to take anti-corona vaccine. source : ""the new indian express""","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,giasuddin42,"West Bengal, India",239,FALSE,Md Giasuddin,-1
1417,1417,1417,Mar-03,1.37E+18,"amazing initiative, vaccine costs shouldn't have been capped and every major company should've been asked to do this and given csr benefit as well. would've worked like charm suppose.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,8,,h0mo_sapi3n,Bharat,345,FALSE,Übermensch,1
1418,1418,1418,Mar-03,1.37E+18,"chinese hackers target indian vaccine makers sii, bharat biotech, says security firm. state-backed hacking group targeted it systems of two vaccine makers whose shots are being used in immunisation drives around the world","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1,"chinese,Indian,vaccine,covid19",Shobhit10Mittal,New Delhi,774,FALSE,Shobhit Mittal,0
1419,1419,1419,Mar-03,1.37E+18,"great news! bharat biotech’s home-grown vaccine, covaxin shows an interim efficacy of 81% in phase 3 clinical trials. the vaccine is stable at temp from 2-8 degrees & has 28 day open vial policy, resulting in significant reduction in vaccine wastage. jai hind!","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,18,Covid19,rajeshkalra,"Gurgaon, India",39323,TRUE,Rajesh Kalra,1
1420,1420,1420,Mar-03,1.37E+18,my views on the success of made in india vaccine - covaxin in the phase 3 trial...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,4,,drgilada,Mumbai,285,FALSE,Dr Ishwar Gilada,1
1421,1421,1421,Mar-03,1.37E+18,"hon'ble governor of sikkim shri ganga prasad ( and first lady received their first dose of covid-19 vaccine at stnm hospital, gangtok, today.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,10,,sikkimgovt,"Gangtok, India",5745,TRUE,sikkimgovtipr,0
1422,1422,1422,Mar-03,1.37E+18,"governor ganga prasad and his spouse kamla devi receive the first dose of at stnm hospital, sochyagang near gangtok. the governor assures that covid19 vaccine is safe.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",8,56,"Sikkim,COVID19vaccine",airnewsalerts,"New Delhi, India",2630661,TRUE,All India Radio News,1
1423,1423,1423,Mar-03,1.37E+18,infosys and accenture have agreed to cover the vaccination costs for its employees as well as their immediate families in bid to support india's vaccination drive.,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",1,1,,ibtimes_india,India,18824,TRUE,IBTimes 🇮🇳,0
1424,1424,1424,Mar-03,1.37E+18,new delhi: president ram nath kovind today received the first dose of covid-19 vaccine.,"<a href=""https://www.blog2social.com"" rel=""nofollow"">Blog2Social APP</a>",0,0,,DailyTaskeen,"Jammu, Jammu And Kashmir",131,FALSE,Daily Taskeen,0
1425,1425,1425,Mar-03,1.37E+18,new story on npr: how the white house got 2 pharma foes to work together on covid-19 vaccine news,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,gunshe1,"Hyderabad,India",948,FALSE,Gunshe Ramchandani,1
1426,1426,1426,Mar-03,1.37E+18,dolly parton gets “her own medicine dose” with the covid-19 vaccine – e! online,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,news98info,"Uttar Pradesh, India",121,FALSE,news98,0
1427,1427,1427,Mar-03,1.37E+18,icmr says that the bharat biotech's vaccine covaxin has showed 81% efficiency rate in preventing covid-19.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,5,,RupsaChak,"Mumbai, India",2574,TRUE,Rupsa Chakraborty,1
1428,1428,1428,Mar-03,1.37E+18,commercial interests should not override common interests of the human kind. india slams rich nations for vaccine patent hurdle | india news - times of india,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,,KeshavNemade,"Navi Mumbai, India ",134,FALSE,Keshav Nemade,1
1429,1429,1429,Mar-03,1.37E+18,"the russia-hamas closeness is already paying dividends. on february 17, shipments of the russian covid-19 vaccine, sputnik v, have made it to gaza via israel, testament to that growing rapport.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,11,,milligazette,"New Delhi, India",51622,TRUE,Milli Gazette,0
1430,1430,1430,Mar-03,1.37E+18,all private hospitals permitted to give covid vaccine | centre tells states,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,,etvandhraprades,"Hyderabad, India",31877,FALSE,ETV Andhra Pradesh,1
1431,1431,1431,Mar-03,1.37E+18,"covid-19 vaccine update: denmark and austria slam eu over shortage of coronavirus vax, plan to strike deal with israel for long term vaccine corporation","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,2,"COVID19,Austia,Israel",latestly,"Mumbai, India",68584,TRUE,LatestLY,0
1432,1432,1432,Mar-03,1.37E+18,announced phase 3 results of covaxin vaccine. demonstrated 81% interim efficacy in preventing in those without prior infection after the second dose.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4,27,"BharatBiotech,COVAXIN,COVID19",anusha_puppala,Hyderabad,12086,FALSE,Anusha Puppala,1
1433,1433,1433,Mar-03,1.37E+18,bharat biotech demonstrated 81% interim efficacy in preventing covid-19 in those without prior infection after second dose ...,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4,17,Covaxin,markethighlow,Hyderabad,34323,FALSE,KingResearch,1
1434,1434,1434,Mar-03,1.37E+18,"offers covid-19 vaccine to all psl 2021 participants ""the vaccine doses will be administered on thursday and will be offered to all those inside the bio-secure... -","<a href=""http://t20ipl.com/"" rel=""nofollow"">IPL Website </a>",0,0,"PCB,News",CricketT20IPL,India,2645,FALSE,IndianPremierLeague,1
1435,1435,1435,Mar-03,1.37E+18,traditional vaccine delivery methods should be trusted and employed more.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,cynical_ujval,Minds full of fear 🇮🇳,215,FALSE,Ujval Nanavati,1
1436,1436,1436,Mar-03,1.37E+18,"indian indigenous covid-19 vaccine - covaxin 81% effective, works against uk variant, claims bharat biotech great","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,Indonordicassociation,HirendrasinhjiR,"Ahmedabad, India",58,FALSE,Hirendrasinhji Rana,1
1437,1437,1437,Mar-03,1.37E+18,"kerala cm pinarayi vijayan takes first shot of covid-19 vaccine, appeals people to come forward for inoculation","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,1,"Kerala,PinarayiVijayan,Coronavirus,COVID19,pandemic,Vaccine,Vaccination",latestly,"Mumbai, India",68584,TRUE,LatestLY,1
1438,1438,1438,Mar-03,1.37E+18,"registration for covid vaccine on cowin website, not mobile app: health ministry - hindustan times","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,doctr_pro,Mumbai - India,322,FALSE,Doctr,0
1439,1439,1439,Mar-03,1.37E+18,dear and can you please think once about the situation of international students who have been waiting for last one year. now you have vaccine then why borders are closed ?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"LetUsBackToAus,justiceon5march",HarwPattar6,"Uttar Pradesh, India",16,FALSE,Harvinder Pattar,0
1440,1440,1440,Mar-03,1.37E+18,"""pm exploiting post"": trinamool complains against vaccine certificates","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0,0,,debabrato1,Kolkata,289,FALSE,Debabrato,-1
1441,1441,1441,Mar-03,1.37E+18,coronavirus: ottawa to start administering covid-19 vaccines in shelters – ottawa,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,newstimebarak,"Assam, India",568,FALSE,NEWS TIME BARAK,0
1442,1442,1442,Mar-03,1.37E+18,got the vaccine at bkc vaccination center very efficient very polite people best experience ever thank you to everyone,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,,khalidraj,Mumbai,50,FALSE,Raj Khalid,1
1443,1443,1443,Mar-03,1.37E+18,researchers have found that galectin-3 can help in predicting covid-19 cases of severe outcomes that need ventilation therapy or are more inclined to death.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"WhiteCoats,BeDrEffective,COVID,COVID19,Corona,CoronaVirus,Biomarkers,covidbiomarkers",WhiteCoatsApp,"Hyderabad, India",122,FALSE,WhiteCoats,1
1444,1444,1444,Mar-03,1.37E+18,"cowin is just fantastic. booked vaccine slots for both mom & dad for tomorrow. thank you pm modi & the ministries involved. now, the real implementation matters in the vaccine centre. let’s see :)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",25,217,,chai2kul,South Mumbai,3826,FALSE,Chaitanya Kulkarni,1
1445,1445,1445,Mar-03,1.37E+18,cdc: states should prioritize people with disabilities as they broaden vaccine access the washington post,"<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,0,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,0
1446,1446,1446,Mar-03,1.37E+18,"people can get vaccinated against covid-19 24x7, says harsh vardhan - business standard people can get vaccinated against covid-19 24x7, says harsh vardhan business standardcovid vaccine: get dose 24x7 at your convenience, says harsh vardhan mintcovid","<a href=""https://publer.io"" rel=""nofollow"">Publer </a>",0,1,,sarang143u,"Hyderabad, India",394,FALSE,Sarang Pokhare,1
1447,1447,1447,Mar-03,1.37E+18,"i got my first shot of yesterday. was told sms will be sent on my registered phone giving information like time & place shot was taken, reminder about 2nd dose & 14 digit beneficiary number for generating vaccine certificate. none received.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,5,COVID19Vaccination,ashok_jaswal,"Dangoh (HP); Pune, India",3417,FALSE,Ashok Jaswal 🇮🇳,-1
1448,1448,1448,Mar-03,1.37E+18,twitter will now ban users who continuously share misinformation on covid 19 vaccine,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",3,11,,IndiaTodayTech,"Noida, India",37157,TRUE,IndiaTodayTech,0
1449,1449,1449,Mar-03,1.37E+18,"has demonstrated potentially promising efficacy in large-scale human clinical trials, bharat biotech has said as it revealed phase iii trial results of the vaccine. decodes the findings","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,14,"Covaxin,ExpressExplained",ieexplained,"New Delhi, India",19129,TRUE,Express Explained,1
1450,1450,1450,Mar-03,1.37E+18,"good news for, and from india. phase 3 interim clinical efficacy of covaxin is 81%, says bharat biotech.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12,42,vaccine,Unnikri,India,2353,FALSE,Unnikrishnan AG,1
1451,1451,1451,Mar-03,1.37E+18,uk will receive 10 million astrazeneca vaccine doses made by the serum institute of india (sii) . (reuters),"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,COVID19,gauaggbjp,"New Delhi, India",2667,FALSE,Gautam Aggarwal,1
1452,1452,1452,Mar-03,1.37E+18,"lmao watching pre recorded lecture on pandemics made just before we got the vaccine and the lecturer said how good it’d be if we get 30-60% effective vaccine for covid, we’ve acc done madness the ones that we got","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,11,,4PFMo_,LDN ,1324,FALSE,M.,1
1453,1453,1453,Mar-03,1.37E+18,"slow but steady rise in citizens getting 3,22,189 in the 60 plus category got the shots today, 32,364 those above 45 with serious ailments too received the jabs. total 6, 92, 889 vaccine doses administered on wednesday.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2,3,"CovidVaccine,COVID19",SumiSukanya,"New Delhi, India",1883,FALSE,Sumi Dutta,0
1454,1454,1454,Mar-03,1.37E+18,cuba aims to produce its own covid-19 vaccine,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,rajasekharaa,"Hyderabad, India",334,FALSE,Subhodayam Subbarao,0
1455,1455,1455,Mar-03,1.37E+18,two patients at the long-term care hospitals in gyeonggi province died after receiving the vaccine against the first cases of deaths since the country launched its nationwide vaccination programme last week. photo: ians (file),"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,2,"SouthKorea,AstraZeneca,COVID19",ians_india,New Delhi,62259,TRUE,IANS Tweets,-1
1456,1456,1456,Mar-03,1.37E+18,"so, won't take the vaccine ?????","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,sahilkhurana09,"New Delhi, India",2903,FALSE,Sahil Khurana,0
1457,1457,1457,Mar-03,1.37E+18,list of private hospitals that can give covid-19 vaccine in mumbai via,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,3,,m_indicator,"Mumbai, India",25117,FALSE,m-Indicator - Mumbai Local,0
1458,1458,1458,Mar-03,1.37E+18,australian company responsible for covid vaccine error previously failed to properly screen employee | australia news,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,WaYs2rOcK,"New Delhi, India",51,FALSE,WaYs2rOcK,-1
1459,1459,1459,Mar-03,1.37E+18,"received the first dose for vaccine today at gadchiroli, maharashtra and feel absolutely fine! request all those who are eligible to come forward and get vaccinated. let us together eradicate from bharat.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5,17,"COVID19,COVID19",RavibhusariBJP,"Mumbai, Maharashtra",16416,FALSE,Ravindra Bhusari,1
1460,1460,1460,Mar-03,1.37E+18,notice issued to health officer after karnataka minister takes covid-19 vaccine at home,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,0,"KarnatakaMinister,COVID19,COVID19Vaccine",NewsMobileIndia,India,16447,TRUE,NewsMobile,0
1461,1461,1461,Mar-03,1.37E+18,"it was such simple process for senior citizen couple who walked in govt. centre, registered and took the vaccine free of cost. after counselling, returned home within an hour. thank you, for keeping india safe.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,"Vaccinated,PMModi",VijayWriter,Hyderabad India,794,FALSE,VijayWriter🚩,1
1462,1462,1462,Feb-22,1.36E+18,"things to know- what is special about 23rd february? 1954 : the first injections of the new polio vaccine developed by dr. jonas salk to group of children from arsenal elementary school in pittsburgh, pennsylvania.","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,_Roshanjha_,"उत्तम नगर, नई दिल्ली",23,FALSE,,0
1463,1463,1463,Feb-22,1.36E+18,"nagpur: number of healthcare workers who took first dose of covid vaccine increased to 1,19,687 in vidarbha which is 66.5% of total registered healthcare workers.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,3,,anjayaaTOI,"Nagpur, Maharashtra",1366,FALSE,,0
1464,1464,1464,Feb-22,1.36E+18,"us fda issues policies to guide medical product developers, including vaccine makers, addressing sars-cov-2 virus variants","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"COVID19,Corona,FDA",scripvibha,Mumbai,396,FALSE,,0
1465,1465,1465,Feb-22,1.36E+18,request permission to be given to all private hospitals to put vaccine to general public who can afford,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,vaccineforall,VinSanSri,India,5,FALSE,,1
1466,1466,1466,Feb-22,1.36E+18,vaccine only weapon in fight against covid: expert,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",0,2,"Vaccination,Coronavirus",TheHansIndiaWeb,Hyderabad,6882,FALSE,,1
1467,1467,1467,Feb-22,1.36E+18,boris i’m full time lier johnson thinks life will go back to normal by july when people will just be having there second doses of vaccine by then but schools by march 8th teachers not vaccinated lockdown 4 is def coming,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,1,,MissChar277,Ldn,84,FALSE,,0
1468,1468,1468,Feb-22,1.36E+18,"un chief antonio guterres voices appreciation for india's leadership in fight against covid-19, vaccine assistance","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,ChunnuGuru,"New Delhi, India",54,FALSE,,1
1469,1469,1469,Feb-22,1.36E+18,"the ministry said 64,25,060 hcws have taken the first dose of the vaccine and 11,15,542 hcws have taken the second dose","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,6,,bsindia,India,2070522,TRUE,,0
1470,1470,1470,Feb-22,1.36E+18,india’s vaccine capacity will generate 1.1 billion doses for who-led covax scheme: fs | india news,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,IndNews7,India,17,FALSE,,1
1471,1471,1471,Feb-22,1.36E+18,over 1.14 crore covid vaccine doses administered in india so far: centre,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,0
1472,1472,1472,Feb-22,1.36E+18,"england’s coronavirus vaccine campaign is significantly reducing cases of covid-19, with drop of around 70% in infections among healthcare workers who have had first dose of the pfizer-biontech shot, british health officials said on monday.","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",4,23,,IndianExpress,India,3799192,TRUE,,1
1473,1473,1473,Feb-22,1.36E+18,dr raju unknown facts about corona vaccine | mumbai lockdown | the debate with vk | abn telugu watch video:,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1,4,"CoronaVirus,TheDebateWithVK,ABNLIVE",abntelugutv,"Jubilee Hills, Hyderabad",148972,FALSE,,0
1474,1474,1474,Feb-22,1.36E+18,umass memorial doctor: minority vaccinations are key,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,,mtp100362,Ma.,205,FALSE,,1
1475,1475,1475,Feb-22,1.36E+18,"india's health ministry says no new hospitalisation following vaccination was reported in the last 24 hours, adding that total of 46 beneficiaries have been hospitalised so far","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",4,26,,WIONews,India,310981,TRUE,,1
1476,1476,1476,Feb-22,1.36E+18,"recombinant protien base technology, and started new varients study too.gsk and sanofi start with new covid-19 vaccine study after setback","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,"COVID19,COVIDー19,COVID",RiyazHanfi,"Maharashtra, India",135,FALSE,,1
1477,1477,1477,Feb-22,1.36E+18,an overview of spike protein antigen covid-19 vaccine candidates –,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,reuelek,"Hyderabad, Telangana, India",138,FALSE,,0
1478,1478,1478,Feb-22,1.36E+18,on the uk goverment website-vaccine damage you could get payment if you’re severely disabled and your disability was caused by vaccination against any of the following diseases: **coronavirus (covid-19)**,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,2,,mirrorart4u,Tibet,461,FALSE,,0
1479,1479,1479,Feb-22,1.36E+18,why spend millions in vaccine when you can just pop like the same way you pop paracetamol in case of fever!,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,Coronil,SubranshuP,Delhi,11,FALSE,,-1
1480,1480,1480,Feb-22,1.36E+18,coronavirus vaccine doses given per 100 people israel: 82 uae: 56 uk: 26 us: 18 turkey: 7.7 poland: 7 norway: 6.8 spain: 6.2 germany: 5.8 italy: 5.6 france: 5.4 canada: 3.7 brazil: 3.2 china: 2.8 russia: 2.6 saudi: 1.4 mexico: 1.2 india: 0.8,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,1,"AstraZeneca,modi_girlfriend_do",neerajmahankal,"Mumbai, India",83,FALSE,,0
1481,1481,1481,Feb-22,1.36E+18,"nagpur: 16,143 healthcare workers have taken second dose of covid-19 vaccine in 11 districts of vidarbha as on monday. second dose started from february 15.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",2,6,,anjayaaTOI,"Nagpur, Maharashtra",1366,FALSE,,0
1482,1482,1482,Feb-22,1.36E+18,so it looks like massachusetts may be fucking things up yet again. i'm being told my pcp may not be able to give me my vaccine afterall. i'm very disgusted with all this stupid organization.,"<a href=""https://twblue.es"" rel=""nofollow"">TW Blue</a>",0,1,,sapphireangel,MA,384,FALSE,,-1
1483,1483,1483,Feb-22,1.36E+18,indian vaccine makers say they can quickly adapt to tackle covid variants | india news – times of india,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,You_Deeptech,"Surat, India",54,FALSE,,1
1484,1484,1484,Feb-22,1.36E+18,first covax shipment of covid-19 vaccines to start this week. serum institute of india to supply 25-30 countries as part of covax commitment - who's soumya swaminathan,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,0,"COVID19,coronavirus,COVAX",scripvibha,Mumbai,396,FALSE,,0
1485,1485,1485,Feb-22,1.36E+18,"uk -where they have both pfizer & astra zeneca, the former is seen as ' cool & geeky' while the latter is british nationalistic invention. and loyalties are divided. there are other ways of showing your patriotism. to base life saving shot on that ","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,2,,nowme_datta,India,50622,FALSE,,0
1486,1486,1486,Feb-22,1.36E+18,the civic body of has been currently sealing buildings after five or more positive cases of covid-19 being reported in the building.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",4,7,Mumbai,MumbaiLiveNews,"Mumbai, India",14044,FALSE,,0
1487,1487,1487,Feb-22,1.36E+18,the covax programme aims to get covid-19 shots to at least 20 per cent of the population from the world's poorest countries,"<a href=""https://www.nonli.com"" rel=""nofollow"">Nonli</a>",1,1,"Covid19Vaccine,KrishnaElla,Covaxin",h24news_in,India,88,FALSE,,-1
1488,1488,1488,Feb-22,1.36E+18,i think they heard the interview of smajwadi party leader saying vaccine might turn you imputent.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,1,,metusharpathak,India,77,FALSE,,0
1489,1489,1489,Feb-22,1.36E+18,mobilising human rights to address coronavirus vaccine apartheid,"<a href=""https://upflow.co"" rel=""nofollow"">Upflow</a>",0,0,,sai20prasath,india,29,FALSE,,0
1490,1490,1490,Feb-22,1.36E+18,"coronavirus | mask wearing against covid-19 next winter may be necessary, says u.k. official","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,You_Deeptech,"Surat, India",54,FALSE,,0
1491,1491,1491,Feb-22,1.36E+18,tracking the covid-19 vaccine rollout? refer to 's covid-19 vaccine rollout tracker to stay updated. get your full report by following the link below:,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,"covid19,covid19awareness,covid19response,vaccine,vaccination,riskintelligence",grid91_official,"Mumbai, India",1668,FALSE,,0
1492,1492,1492,Feb-22,1.36E+18,"take the vaccine when your turn comes, but please maintain appropriate covid deterrent behavior. mask,hand hygiene and social distancing norms. save yourself, save the nation new indian strains of covid-19 could be more infectious, says aiims chief - ndtv","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,4,,nilaydutta,"Guwahati,India",3533,FALSE,,1
1493,1493,1493,Feb-22,1.36E+18,just booked my covid vaccine,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,6,,BADDST_TEEKS,LDN,4376,FALSE,,0
1494,1494,1494,Feb-22,1.36E+18,"covid-19 tracker: with 760 new cases, mumbai's total tally reaches 3,19,88 - mumbai mirror via","<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",1,2,Mumbai,mumbai24X7,Mumbai,3543,FALSE,,0
1495,1495,1495,Feb-22,1.36E+18,"after seeing one crore plus cases in india with relatively very less mortality rate and now one crore plus vaccine shots administered, these murmurs of fresh lockdown are rather surprising !! what's happening?","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,92,Covid,InvesysCapital,"Pune, India",30372,FALSE,,1
1496,1496,1496,Feb-22,1.36E+18,"involve private sector and get over this avoidable nuisance in next 2-3 months. covid-19: single vaccine jab linked to 85% and 94% drop in risk of coronavirus hospital admissions in scotland, study shows","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,2,,ajayrdave,India,4875,FALSE,,1
1497,1497,1497,Feb-22,1.36E+18,"gsk, sanofi begin new covid-19 vaccine trial after setback last year – moneycontrol","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,reuelek,"Hyderabad, Telangana, India",138,FALSE,,0
1498,1498,1498,Feb-22,1.36E+18,"the vaccine insert contains the list of vaccine ingredients, their quantity, contraindication and side effects of vaccine, if any. in us, it's mandatory to share vaccine insert. indian doctors should share with the patients to win their confidence and to dispel fake vaccine news.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0,1,,DrNancyMalik,"Gurgaon, India",4151,FALSE,,0
1499,1499,1499,Feb-22,1.36E+18,two women in karnataka diagnosed with immune system disorder days after taking covid-19 vaccine,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0,0,,iamrashed,"Dhaka,bangladesh",313,FALSE,,-1
1500,1500,1500,Feb-22,1.36E+18,more good science on monday. the vaccine is working to stop the spread in long term care facilities. the first group to be vaccinated so the first to show the decline. read the thread.,"<a href=""https://twitterrific.com/ios"" rel=""nofollow"">Twitterrific for iOS</a>",0,0,,rungineered,MA,310,FALSE,,1
1501,1501,1501,Feb-22,1.36E+18,"covid vaccine shipments delayed by storm to be delivered by midweek, white house advisor says","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",0,0,,SangamKatiyar,Delhi,6,FALSE,,0
1502,1502,1502,Feb-22,1.36E+18,"i think every indian deserve priority over vaccine manufactured in india. before gifting other nation, citizen of india should be utmost important. think indian matters most because we deserve vaccine before any outsiders","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,3,,yogesh1842,India,146,FALSE,,1
